1338	1341	0.035	0.035	0.034	0.613	0.034
1338	1341	0.035	-0.035	0.035	0.650	0.034
1338	1341	0.035	-0.105	0.035	0.604	0.033
1338	1341	0.034	-0.174	0.035	0.654	0.034
1338	1341	0.034	-0.242	0.034	0.641	0.035
1338	1341	0.033	-0.309	0.033	0.656	0.035
1338	1341	0.033	-0.374	0.032	0.719	0.037
1338	1341	0.031	-0.438	0.031	0.672	0.039
1338	1341	0.030	-0.499	0.030	0.725	0.041
1338	1341	0.029	-0.559	0.029	0.655	0.044
1338	1341	0.028	-0.614	0.027	0.668	0.049
1338	1341	0.027	-0.667	0.025	0.722	0.057
1338	1341	0.026	-0.718	0.023	0.871	0.067
1338	1341	0.024	-0.764	0.021	0.617	0.085
1338	1341	0.022	-0.807	0.019	0.735	0.109
1338	1341	0.019	-0.847	0.018	0.885	0.138
1338	1341	0.017	-0.881	0.015	0.640	0.182
1338	1341	0.015	-0.912	0.013	0.324	0.282
1338	1341	0.012	-0.939	0.012	0.117	0.411
1338	1341	0.011	-0.959	0.008	0.234	0.555
1338	1341	0.010	-0.975	0.005	0.000	0.799
1341	1344	0.017	0.883	0.016	0.160	0.605
1341	1344	0.011	0.840	0.026	0.008	0.387
1341	1344	0.018	0.806	0.023	0.033	0.148
1341	1344	0.021	0.764	0.024	0.292	0.091
1341	1344	0.023	0.718	0.026	0.259	0.072
1341	1344	0.025	0.668	0.026	0.335	0.058
1341	1344	0.027	0.615	0.028	0.323	0.050
1341	1344	0.028	0.558	0.029	0.367	0.043
1341	1344	0.030	0.499	0.031	0.355	0.040
1341	1344	0.031	0.438	0.032	0.458	0.037
1341	1344	0.032	0.374	0.033	0.488	0.034
1341	1344	0.033	0.308	0.034	0.516	0.033
1341	1344	0.034	0.242	0.034	0.553	0.032
1341	1344	0.034	0.174	0.034	0.554	0.032
1341	1344	0.035	0.105	0.034	0.569	0.033
1341	1344	0.035	0.035	0.035	0.634	0.034
1341	1344	0.035	-0.035	0.035	0.603	0.033
1341	1344	0.035	-0.105	0.035	0.603	0.033
1341	1344	0.034	-0.174	0.034	0.688	0.034
1341	1344	0.034	-0.242	0.034	0.627	0.034
1341	1344	0.033	-0.309	0.033	0.662	0.036
1341	1344	0.033	-0.374	0.032	0.701	0.037
1341	1344	0.031	-0.438	0.031	0.659	0.039
1341	1344	0.030	-0.500	0.030	0.740	0.042
1341	1344	0.029	-0.558	0.029	0.742	0.044
1341	1344	0.028	-0.615	0.027	0.775	0.049
1341	1344	0.027	-0.668	0.025	0.807	0.057
1341	1344	0.026	-0.718	0.023	0.716	0.066
1341	1344	0.024	-0.764	0.021	0.692	0.081
1341	1344	0.022	-0.807	0.019	0.806	0.107
1341	1344	0.019	-0.847	0.018	0.781	0.148
1341	1344	0.017	-0.881	0.015	0.506	0.170
1341	1344	0.014	-0.913	0.014	0.457	0.274
1341	1344	0.012	-0.939	0.012	0.473	0.535
1341	1344	0.013	-0.957	0.006	0.179	0.552
1341	1344	0.009	-0.976	0.005	0.022	0.710
1344	1347	0.017	0.883	0.016	0.003	0.593
1344	1347	0.010	0.839	0.027	0.111	0.429
1344	1347	0.017	0.805	0.024	0.257	0.168
1344	1347	0.021	0.764	0.024	0.242	0.109
1344	1347	0.023	0.718	0.026	0.228	0.074
1344	1347	0.025	0.668	0.027	0.221	0.059
1344	1347	0.027	0.615	0.028	0.287	0.051
1344	1347	0.029	0.559	0.029	0.285	0.045
1344	1347	0.030	0.499	0.031	0.389	0.041
1344	1347	0.031	0.438	0.031	0.422	0.038
1344	1347	0.032	0.374	0.033	0.452	0.036
1344	1347	0.033	0.308	0.034	0.553	0.034
1344	1347	0.034	0.242	0.034	0.491	0.033
1344	1347	0.035	0.174	0.034	0.515	0.033
1344	1347	0.035	0.105	0.034	0.530	0.034
1344	1347	0.035	0.035	0.035	0.597	0.034
1344	1347	0.035	-0.035	0.035	0.596	0.034
1344	1347	0.035	-0.104	0.035	0.698	0.033
1344	1347	0.035	-0.173	0.034	0.655	0.034
1344	1347	0.034	-0.242	0.034	0.695	0.034
1344	1347	0.033	-0.309	0.033	0.674	0.036
1344	1347	0.033	-0.374	0.032	0.702	0.038
1344	1347	0.032	-0.438	0.031	0.616	0.039
1344	1347	0.031	-0.499	0.030	0.783	0.043
